#;;;
#;;;
#;;;
#;;;
#;;;
#;;;
#;;;
#;name;alias;visible name
#;;;
#;;
#;;
#;;
#;;
#;;
#;;
#;name;
#;;
UK;UC 152 x 152 x 23;UC152X152X23
UK;UC 152 x 152 x 30;UC152X152X30
UK;UC 152 x 152 x 37;UC152X152X37
UK;UC 203 x 203 x 46;UC203X203X46
UK;UC 203 x 203 x 52;UC203X203X52
UK;UC 203 x 203 x 60;UC203X203X60
UK;UC 203 x 203 x 71;UC203X203X71
UK;UC 254 x 254 x 73;UC254X254X73
UK;UC 203 x 203 x 86;UC203X203X86
UK;UC 254 x 254 x 89;UC254X254X89
UK;UC 305 x 305 x 97;UC305X305X97
UK;UC 254 x 254 x 107;UC254X254X107
UK;UC 305 x 305 x 118;UC305X305X118
UK;UC 356 x 368 x 129;UC356X368X129
UK;UC 254 x 254 x 132;UC254X254X132
UK;UC 305 x 305 x 137;UC305X305X137
UK;UC 356 x 368 x 153;UC356X368X153
UK;UC 305 x 305 x 158;UC305X305X158
UK;UC 254 x 254 x 167;UC254X254X167
UK;UC 356 x 368 x 177;UC356X368X177
UK;UC 305 x 305 x 198;UC305X305X198
UK;UC 356 x 368 x 202;UC356X368X202
UK;UC 356 x 406 x 235;UC356X406X235
UK;UC 305 x 305 x 240;UC305X305X240
UK;UC 305 x 305 x 283;UC305X305X283
UK;UC 356 x 406 x 287;UC356X406X287
UK;UC 356 x 406 x 340;UC356X406X340
UK;UC 356 x 406 x 393;UC356X406X393
UK;UC 356 x 406 x 467;UC356X406X467
UK;UC 356 x 406 x 509;UC356X406X509
UK;UC 356 x 406 x 551;UC356X406X551
UK;UC 356 x 406 x 592;UC356X406X592
UK;UC 356 x 406 x 634;UC356X406X634
UK;UC 356 x 406 x 677;UC356X406X677
UK;UC 356 x 406 x 744;UC356X406X744
UK;UC 356 x 406 x 818;UC356X406X818
UK;UC 356 x 406 x 900;UC356X406X900
UK;UC 356 x 406 x 990;UC356X406X990
UK;UC 356 x 406 x 1086;UC356X406X1086
UK;UC 356 x 406 x 1202;UC356X406X1202
UK;UC 356 x 406 x 1299;UC356X406X1299
#;;
#;;
#;;
#;;
#;;
#;;
#;;;
#;name;;
#;;;
UK;UBP 203 x 203 x 45;UBP203X203X45;UBP 203x203x45  (British Steel)
UK;UBP 203 x 203 x 54;UBP203X203X54;UBP 203x203x54  (British Steel)
UK;UBP 254 x 254 x 63;UBP254X254X63;UBP 254x254x63  (British Steel)
UK;UBP 254 x 254 x 71;UBP254X254X71;UBP 254x254x71  (British Steel)
UK;UBP 305 x 305 x 79;UBP305X305X79;UBP 305x305x79  (British Steel)
UK;UBP 254 x 254 x 85;UBP254X254X85;UBP 254x254x85  (British Steel)
UK;UBP 305 x 305 x 88;UBP305X305X88;UBP 305x305x88  (British Steel)
UK;UBP 305 x 305 x 95;UBP305X305X95;UBP 305x305x95  (British Steel)
UK;UBP 356 x 368 x 109;UBP356X368X109;UBP 356x368x109  (British Steel)
UK;UBP 305 x 305 x 110;UBP305X305X110;UBP 305x305x110  (British Steel)
UK;UBP 305 x 305 x 126;UBP305X305X126;UBP 305x305x126  (British Steel)
UK;UBP 356 x 368 x 133;UBP356X368X133;UBP 356x368x133  (British Steel)
UK;UBP 305 x 305 x 149;UBP305X305X149;UBP 305x305x149  (British Steel)
UK;UBP 356 x 368 x 152;UBP356X368X152;UBP 356x368x152  (British Steel)
UK;UBP 356 x 368 x 174;UBP356X368X174;UBP 356x368x174  (British Steel)
UK;UBP 305 x 305 x 186;UBP305X305X186;UBP 305x305x186  (British Steel)
UK;UBP 305 x 305 x 223;UBP305X305X223;UBP 305x305x223  (British Steel)
#;;;
#;;;
#;;;
#;;;
#;;;
#;;;
#;;;
#;name;;
#;;;
US;W6X8.5;W6X8.5 (AISC);W 6x8.5 (AISC)
US;W6X9;W6X9 (AISC);W 6x9 (AISC)
US;W8X10;W8X10 (AISC);W 8x10 (AISC)
US;W10X12;W10X12 (AISC);W 10x12 (AISC)
US;W6X12;W6X12 (AISC);W 6x12 (AISC)
US;W4X13;W4X13 (AISC);W 4x13 (AISC)
US;W8X13;W8X13 (AISC);W 8x13 (AISC)
US;W12X14;W12X14 (AISC);W 12x14 (AISC)
US;W10X15;W10X15 (AISC);W 10x15 (AISC)
US;W6X15;W6X15 (AISC);W 6x15 (AISC)
US;W8X15;W8X15 (AISC);W 8x15 (AISC)
US;W12X16;W12X16 (AISC);W 12x16 (AISC)
US;W5X16;W5X16 (AISC);W 5x16 (AISC)
US;W6X16;W6X16 (AISC);W 6x16 (AISC)
US;W10X17;W10X17 (AISC);W 10x17 (AISC)
US;W8X18;W8X18 (AISC);W 8x18 (AISC)
US;W5X19;W5X19 (AISC);W 5x19 (AISC)
US;W12X19;W12X19 (AISC);W 12x19 (AISC)
US;W10X19;W10X19 (AISC);W 10x19 (AISC)
US;W6X20;W6X20 (AISC);W 6x20 (AISC)
US;W8X21;W8X21 (AISC);W 8x21 (AISC)
US;W12X22;W12X22 (AISC);W 12x22 (AISC)
US;W14X22;W14X22 (AISC);W 14x22 (AISC)
US;W10X22;W10X22 (AISC);W 10x22 (AISC)
US;W8X24;W8X24 (AISC);W 8x24 (AISC)
US;W6X25;W6X25 (AISC);W 6x25 (AISC)
US;W10X26;W10X26 (AISC);W 10x26 (AISC)
US;W12X26;W12X26 (AISC);W 12x26 (AISC)
US;W16X26;W16X26 (AISC);W 16x26 (AISC)
US;W14X26;W14X26 (AISC);W 14x26 (AISC)
US;W8X28;W8X28 (AISC);W 8x28 (AISC)
US;W12X30;W12X30 (AISC);W 12x30 (AISC)
US;W10X30;W10X30 (AISC);W 10x30 (AISC)
US;W14X30;W14X30 (AISC);W 14x30 (AISC)
US;W16X31;W16X31 (AISC);W 16x31 (AISC)
US;W8X31;W8X31 (AISC);W 8x31 (AISC)
US;W10X33;W10X33 (AISC);W 10x33 (AISC)
US;W14X34;W14X34 (AISC);W 14x34 (AISC)
US;W18X35;W18X35 (AISC);W 18x35 (AISC)
US;W12X35;W12X35 (AISC);W 12x35 (AISC)
US;W8X35;W8X35 (AISC);W 8x35 (AISC)
US;W16X36;W16X36 (AISC);W 16x36 (AISC)
US;W14X38;W14X38 (AISC);W 14x38 (AISC)
US;W10X39;W10X39 (AISC);W 10x39 (AISC)
US;W12X40;W12X40 (AISC);W 12x40 (AISC)
US;W8X40;W8X40 (AISC);W 8x40 (AISC)
US;W18X40;W18X40 (AISC);W 18x40 (AISC)
US;W16X40;W16X40 (AISC);W 16x40 (AISC)
US;W14X43;W14X43 (AISC);W 14x43 (AISC)
US;W21X44;W21X44 (AISC);W 21x44 (AISC)
US;W12X45;W12X45 (AISC);W 12x45 (AISC)
US;W16X45;W16X45 (AISC);W 16x45 (AISC)
US;W10X45;W10X45 (AISC);W 10x45 (AISC)
US;W18X46;W18X46 (AISC);W 18x46 (AISC)
US;W21X48;W21X48 (AISC);W 21x48 (AISC)
US;W14X48;W14X48 (AISC);W 14x48 (AISC)
US;W8X48;W8X48 (AISC);W 8x48 (AISC)
US;W10X49;W10X49 (AISC);W 10x49 (AISC)
US;W12X50;W12X50 (AISC);W 12x50 (AISC)
US;W21X50;W21X50 (AISC);W 21x50 (AISC)
US;W18X50;W18X50 (AISC);W 18x50 (AISC)
US;W16X50;W16X50 (AISC);W 16x50 (AISC)
US;W14X53;W14X53 (AISC);W 14x53 (AISC)
US;W12X53;W12X53 (AISC);W 12x53 (AISC)
US;W10X54;W10X54 (AISC);W 10x54 (AISC)
US;W24X55;W24X55 (AISC);W 24x55 (AISC)
US;W21X55;W21X55 (AISC);W 21x55 (AISC)
US;W18X55;W18X55 (AISC);W 18x55 (AISC)
US;W21X57;W21X57 (AISC);W 21x57 (AISC)
US;W16X57;W16X57 (AISC);W 16x57 (AISC)
US;W12X58;W12X58 (AISC);W 12x58 (AISC)
US;W8X58;W8X58 (AISC);W 8x58 (AISC)
US;W18X60;W18X60 (AISC);W 18x60 (AISC)
US;W10X60;W10X60 (AISC);W 10x60 (AISC)
US;W14X61;W14X61 (AISC);W 14x61 (AISC)
US;W24X62;W24X62 (AISC);W 24x62 (AISC)
US;W21X62;W21X62 (AISC);W 21x62 (AISC)
US;W18X65;W18X65 (AISC);W 18x65 (AISC)
US;W12X65;W12X65 (AISC);W 12x65 (AISC)
US;W16X67;W16X67 (AISC);W 16x67 (AISC)
US;W8X67;W8X67 (AISC);W 8x67 (AISC)
US;W10X68;W10X68 (AISC);W 10x68 (AISC)
US;W21X68;W21X68 (AISC);W 21x68 (AISC)
US;W14X68;W14X68 (AISC);W 14x68 (AISC)
US;W24X68;W24X68 (AISC);W 24x68 (AISC)
US;W18X71;W18X71 (AISC);W 18x71 (AISC)
US;W12X72;W12X72 (AISC);W 12x72 (AISC)
US;W21X73;W21X73 (AISC);W 21x73 (AISC)
US;W14X74;W14X74 (AISC);W 14x74 (AISC)
US;W18X76;W18X76 (AISC);W 18x76 (AISC)
US;W24X76;W24X76 (AISC);W 24x76 (AISC)
US;W16X77;W16X77 (AISC);W 16x77 (AISC)
US;W10X77;W10X77 (AISC);W 10x77 (AISC)
US;W12X79;W12X79 (AISC);W 12x79 (AISC)
US;W14X82;W14X82 (AISC);W 14x82 (AISC)
US;W21X83;W21X83 (AISC);W 21x83 (AISC)
US;W27X84;W27X84 (AISC);W 27x84 (AISC)
US;W24X84;W24X84 (AISC);W 24x84 (AISC)
US;W18X86;W18X86 (AISC);W 18x86 (AISC)
US;W12X87;W12X87 (AISC);W 12x87 (AISC)
US;W10X88;W10X88 (AISC);W 10x88 (AISC)
US;W16X89;W16X89 (AISC);W 16x89 (AISC)
US;W30X90;W30X90 (AISC);W 30x90 (AISC)
US;W14X90;W14X90 (AISC);W 14x90 (AISC)
US;W21X93;W21X93 (AISC);W 21x93 (AISC)
US;W27X94;W27X94 (AISC);W 27x94 (AISC)
US;W24X94;W24X94 (AISC);W 24x94 (AISC)
US;W12X96;W12X96 (AISC);W 12x96 (AISC)
US;W18X97;W18X97 (AISC);W 18x97 (AISC)
US;W30X99;W30X99 (AISC);W 30x99 (AISC)
US;W14X99;W14X99 (AISC);W 14x99 (AISC)
US;W10X100;W10X100 (AISC);W 10x100 (AISC)
US;W16X100;W16X100 (AISC);W 16x100 (AISC)
US;W21X101;W21X101 (AISC);W 21x101 (AISC)
US;W27X102;W27X102 (AISC);W 27x102 (AISC)
US;W24X103;W24X103 (AISC);W 24x103 (AISC)
US;W24X104;W24X104 (AISC);W 24x104 (AISC)
US;W18X106;W18X106 (AISC);W 18x106 (AISC)
US;W12X106;W12X106 (AISC);W 12x106 (AISC)
US;W30X108;W30X108 (AISC);W 30x108 (AISC)
US;W14X109;W14X109 (AISC);W 14x109 (AISC)
US;W21X111;W21X111 (AISC);W 21x111 (AISC)
US;W10X112;W10X112 (AISC);W 10x112 (AISC)
US;W27X114;W27X114 (AISC);W 27x114 (AISC)
US;W30X116;W30X116 (AISC);W 30x116 (AISC)
US;W24X117;W24X117 (AISC);W 24x117 (AISC)
US;W33X118;W33X118 (AISC);W 33x118 (AISC)
US;W18X119;W18X119 (AISC);W 18x119 (AISC)
US;W12X120;W12X120 (AISC);W 12x120 (AISC)
US;W14X120;W14X120 (AISC);W 14x120 (AISC)
US;W21X122;W21X122 (AISC);W 21x122 (AISC)
US;W30X124;W30X124 (AISC);W 30x124 (AISC)
US;W27X129;W27X129 (AISC);W 27x129 (AISC)
US;W33X130;W33X130 (AISC);W 33x130 (AISC)
US;W18X130;W18X130 (AISC);W 18x130 (AISC)
US;W24X131;W24X131 (AISC);W 24x131 (AISC)
US;W30X132;W30X132 (AISC);W 30x132 (AISC)
US;W21X132;W21X132 (AISC);W 21x132 (AISC)
US;W14X132;W14X132 (AISC);W 14x132 (AISC)
US;W36X135;W36X135 (AISC);W 36x135 (AISC)
US;W12X136;W12X136 (AISC);W 12x136 (AISC)
US;W33X141;W33X141 (AISC);W 33x141 (AISC)
US;W18X143;W18X143 (AISC);W 18x143 (AISC)
US;W14X145;W14X145 (AISC);W 14x145 (AISC)
US;W24X146;W24X146 (AISC);W 24x146 (AISC)
US;W27X146;W27X146 (AISC);W 27x146 (AISC)
US;W21X147;W21X147 (AISC);W 21x147 (AISC)
US;W30X148;W30X148 (AISC);W 30x148 (AISC)
US;W40X149;W40X149 (AISC);W 40x149 (AISC)
US;W36X150;W36X150 (AISC);W 36x150 (AISC)
US;W12X152;W12X152 (AISC);W 12x152 (AISC)
US;W33X152;W33X152 (AISC);W 33x152 (AISC)
US;W18X158;W18X158 (AISC);W 18x158 (AISC)
US;W14X159;W14X159 (AISC);W 14x159 (AISC)
US;W36X160;W36X160 (AISC);W 36x160 (AISC)
US;W27X161;W27X161 (AISC);W 27x161 (AISC)
US;W24X162;W24X162 (AISC);W 24x162 (AISC)
US;W21X166;W21X166 (AISC);W 21x166 (AISC)
US;W40X167;W40X167 (AISC);W 40x167 (AISC)
US;W33X169;W33X169 (AISC);W 33x169 (AISC)
US;W36X170;W36X170 (AISC);W 36x170 (AISC)
US;W12X170;W12X170 (AISC);W 12x170 (AISC)
US;W30X173;W30X173 (AISC);W 30x173 (AISC)
US;W18X175;W18X175 (AISC);W 18x175 (AISC)
US;W24X176;W24X176 (AISC);W 24x176 (AISC)
US;W14X176;W14X176 (AISC);W 14x176 (AISC)
US;W27X178;W27X178 (AISC);W 27x178 (AISC)
US;W40X183;W40X183 (AISC);W 40x183 (AISC)
US;W36X182;W36X182 (AISC);W 36x182 (AISC)
US;W21X182;W21X182 (AISC);W 21x182 (AISC)
US;W12X190;W12X190 (AISC);W 12x190 (AISC)
US;W30X191;W30X191 (AISC);W 30x191 (AISC)
US;W18X192;W18X192 (AISC);W 18x192 (AISC)
US;W24X192;W24X192 (AISC);W 24x192 (AISC)
US;W14X193;W14X193 (AISC);W 14x193 (AISC)
US;W36X194;W36X194 (AISC);W 36x194 (AISC)
US;W27X194;W27X194 (AISC);W 27x194 (AISC)
US;W40X199;W40X199 (AISC);W 40x199 (AISC)
US;W33X201;W33X201 (AISC);W 33x201 (AISC)
US;W21X201;W21X201 (AISC);W 21x201 (AISC)
US;W24X207;W24X207 (AISC);W 24x207 (AISC)
US;W12X210;W12X210 (AISC);W 12x210 (AISC)
US;W36X210;W36X210 (AISC);W 36x210 (AISC)
